Name,Size, Dashboard Code,Include/Exclude,Segment Category,Segment Frequency,Segment Time Period,Segment Name,Segment Description
Netflix subscribers,4640460,AP_x is 15407,Include,Arts & Entertainment,Survey,Survey,Netflix subscribers,We define these users as those who are likely to have a Netflix subscription
New car buyers,2722200,AP_x is 15426,Include,Auto,Survey,Survey,New car buyers,We define these users as those who are likely to buy a brand new car when they next get one
New home purchase intenders,2158857,AP_x is 15459,Include,Home,Survey,Survey,New home purchase intenders,We define these users as those who are likely in market to purchase a new home
New year diet - no change,4338543,AP_x is 16529,Include,Food & Drink,Survey,Survey,New year diet - no change,We define these users as those who are unlikely to change their diet in January
New year health kickers,0,AP_x is 14319,Include,Food & Drink,Survey,Survey,New year health kickers,We define these users as those who are likely to consider a health kick in January
Nintendo gamers,1397239,AP_x is 16889,Include,Interest,Survey,Survey,Nintendo gamers,We define these users as those who prefer to game on an Nintendo
Nissan fans,975730,AP_x is 15523,Include,Auto,Survey,Survey,Nissan fans,We define these users as those who likely associate Nissan with being one of the most reliable car brands
No children in the household,7048570,AP_x is 16536,Include,Demographics - Children,Survey,Survey,No children in the household,We define these users as those who have no childen in their household
Non-alcoholic alternative purchasers,6385262,AP_x is 17128,Include,Food & Drink,Survey,Survey,Non-alcoholic alternative purchasers,We define these users as those who purchase non-alcoholic alternatives
Not at all confident bakers,699312,AP_x is 15865,Include,Food & Drink,Survey,Survey,Not at all confident bakers,We define these users as those who are unlikely to be confident in baking whatsoever
Now TV subscribers,60514,AP_x is 10480,Include,Arts & Entertainment,Survey,Survey,Now TV subscribers,We define these users as those who are likely to be NowTV subscribers
Nutritional supplement purchasers,6353163,AP_x is 16266,Include,Sports,Survey,Survey,Nutritional supplement purchasers,We define these users as those who purchase nutritional supplements
NYE - going out,678804, AP_x is 16510,Include,New Years,Survey,Survey,NYE - going out,We define these users as those who are likely to go out for New Year's Eve
NYE - party hosters,266481, AP_x is 16512,Include,New Years,Survey,Survey,NYE - party hosters,We define these users as those who are likely to host a party/gathering at their own home on New Year's Eve
NYE - staying in,7514340, AP_x is 16511,Include,New Years,Survey,Survey,NYE - staying in,We define these users as those who are likely to stay in for New Year's Eve
Occasional bike users,493037,AP_x is 15539,Include,Sports,Survey,Survey,Occasional bike users,We define these users as those who are likely to occasionally use their push bike
Occasional Ocado shoppers,651807,AP_x is 16244,Include,Food & Drink,Survey,Survey,Occasional Ocado shoppers,We define these users as those who occasionally shop with Ocado
Occasional online food shoppers,4124173,AP_x is 15487,Include,Food & Drink,Survey,Survey,Occasional online food shoppers,We define these users as those who occasionally buy their groceries online
Occasional TV viewers,1345225,AP_x is 15965,Include,Arts & Entertainment,Survey,Survey,Occasional TV viewers,We define these users as those who are only likely to watch TV occasionally
Online food shoppers,6797549,AP_x is 15418,Include,Food & Drink,Survey,Survey,Online food shoppers,We define these users as those who are likely to regularly shop online for groceries (high accuracy)
Online gamers,2218191,AP_x is 15956,Include,Interest,Survey,Survey,Online gamers,We define these users as those who are likely to be regular online gamers
Online music streamers,3220521,AP_x is 14054,Include,Arts & Entertainment,Survey,Survey,Online music streamers,We define these users as those who likely pay for an online music streaming service
Opera fans,1605920,AP_x is 17122,Include,Arts & Entertainment,Survey,Survey,Opera fans,We define these users as those who are opera fans
Outdoor walking enthusiasts,4347013,AP_x is 15511,Include,Sports,Survey,Survey,Outdoor walking enthusiasts,We define these users as those who are likely to regularly enjoy outdoor walking
Parenting - Babies in Household (O & All time).,2822486,Permutive is 10827,Include,Parenting,Occasional,All Time,Babies in Household content fans,We define these users as those who regularly browse Babies in Household content
Parenting - Baby Content (O & All Time),1281200,Permutive is 25194,Include,Parenting,Occasional,All Time,Baby Content content fans,We define these users as those who regularly browse Baby content
Parenting - Children under 2 years old (O & All time),3439337,Permutive is 8225,Include,Parenting,Occasional,All Time,Children under 2 years old content fans,We define these users as those who regularly browse Children under 2 years old content
Parenting - Child's Clothing (O & All time),92387,Permutive is 13182,Include,Parenting,Occasional,All Time,Child's Clothing content fans,We define these users as those who regularly browse Child's Clothing content
Parenting - Conception/Early Pregnancy (O & All time),1014213,Permutive is 6476,Include,Parenting,Occasional,All Time,Conception/Early Pregnancy content fans,We define these users as those who regularly browse Conception/Early pregnancy content
Parenting - First Time Parents (O & All time),802675,Permutive is 8703,Include,Parenting,Occasional,All Time,First Time Parents content fans,We define these users as those who regularly browse First Time Parents content
Parenting - MadeforMums Fans (O & All time),3919251,Permutive is 6393,Include,Parenting,Occasional,All Time,MadeforMums  users,We define these users as those who regularly browse Madeformums content
Parenting - Parents (O & All time),8446433,Permutive is 6223,Include,Parenting,Occasional,All Time,Parents content fans,We define these users as those who regularly browse Parenting content
Parenting - Pregnancy (O & All time),1170776,Permutive is 11271,Include,Parenting,Occasional,All Time,Pregnancy content fans,We define these users as those who regularly browse Pregnancy content
Parenting - Primary School (O & All time),1466820,Permutive is 7615,Include,Parenting,Occasional,All Time,Primary School content fans,We define these users as those who regularly browse Primary School content
Parenting - School (O & All time),1466820,Permutive is 7619,Include,Parenting,Occasional,All Time,School content fans,We define these users as those who regularly browse School content
Parenting - School Aged Children (O & All time),1113910,Permutive is 6475,Include,Parenting,Occasional,All Time,School Aged Children content fans,We define these users as those who regularly browse School Aged Children content
Parenting - Supportive parents (R & 90 days),277832,Permutive is 120697,Include,Parenting,Regular,90 Days,Supportive parents content fans,"We define these users as those who regularly browse for activities to do with their kids, as well as DIY for kids content across our websites"
Parenting - Third Trimester (O & All time),1836,Permutive is 8057,Include,Parenting,Occasional,All Time,Third Trimester content fans,We define these users as those who regularly browse Third Trimester content
Parenting - Toddler (O & All time),1292913,Permutive is 12896,Include,Parenting,Occasional,All Time,Toddler content fans,We define these users as those who regularly browse Toddler content
Parents,204071,AP_d is 1300,Include,Demographics - Children,Survey,Survey,Parents,We define these users as those who have children in the household
Pay as you go customers,795774,AP_x is 14320,Include,Purchase intenders,Survey,Survey,Pay as you go customers,We define these users as those who likely to be pay as you go mobile phone customers
PC gamers,3324166,AP_x is 16949,Include,Interest,Survey,Survey,PC gamers,We define these users as those who are likely to be PC gamers
Peugeot fans,288478,AP_x is 15519,Include,Auto,Survey,Survey,Peugeot fans,We define these users as those who likely consider Peugeot to be one of the most reliable car brands
Phone upgrade intenders,1235244,AP_x is 14209,Include,Purchase intenders,Survey,Survey,Phone upgrade intenders,We define these users as those who are likely to be in market for a phone upgrade
Phone upgrade intenders - 0-6 months,1235244,AP_x is 15447,Include,Purchase intenders,Survey,Survey,Phone upgrade intenders - 0-6 months,We define these users as those who are likely to be in market for a phone upgrade in the next 0 to 6 months
Phone upgrade intenders - 6-12 months,862989,AP_x is 15448,Include,Purchase intenders,Survey,Survey,Phone upgrade intenders - 6-12 months,We define these users as those who are likely to be in market for a phone upgrade in the next 6 to 12 months
Photography enthusiasts,3741970,AP_x is 17116,Include,Interest,Survey,Survey,Photography enthusiasts,We define these users as those who are likely to be photography enthusiasts
Playstation gamers,880092,AP_x is 16887,Include,Interest,Survey,Survey,Playstation gamers,We define these users as those who prefer to game on an Playstation
Post COVID holiday bookers,0,AP_x is 16239,Include,Holiday intenders,Survey,Survey,Post COVID holiday bookers,We define these users as those who were likely to be booking a holiday abroad once lockdown restrictions were eased
Post COVID holiday bookers - abroad,0,AP_x is 16240,Include,Holiday intenders,Survey,Survey,Post COVID holiday bookers - abroad,We define these users as those who were likely to be booking a holiday abroad once lockdown restrictions were eased
Post COVID holiday bookers - domestic,0,AP_x is 16241,Include,Holiday intenders,Survey,Survey,Post COVID holiday bookers - domestic,We define these users as those who were likely to be booking a domestic holiday once lockdown restrictions were eased
Practical Car Fans ,1903618,ap_x is 17202,Include,Auto,Survey,Survey,Practical Car Fans ,"We define these users as those who, when in market for a car, consider practical ones (e.g. Citroen, Honda, Mazda, Volvo)"
Premium car considerers,1467831,AP_x is 16624,Include,Auto,Survey,Survey,Premium car considerers,"We define these users as those who , when buying a car, consider how premium it is as the most important factor"
Premium Car Fans ,586527,ap_x is 17203,Include,Auto,Survey,Survey,Premium Car Fans ,"We define these users as those who, when in market for a car, consider Premium ones (e.g. Audi, BMW, Jaguar, Mercedes)"
Purchase intenders - cash,3794541,AP_x is 16636,Include,Purchase intenders,Survey,Survey,Purchase intenders - cash,We define these users as those who might consider using cash to pay for their next big purchase
Purchase intenders - credit card,1715506, AP_x is 16635,Include,Purchase intenders,Survey,Survey,Purchase intenders - credit card,We define these users as those who might consider using a credit card to pay for their next big purchase
Purchase intenders - PCP loan,261622,AP_x is 16637,Include,Purchase intenders,Survey,Survey,Purchase intenders - PCP loan,We define these users as those who might consider PCP to pay for their next big purchase
Purchase intenders - savings,4059091, AP_x is 16634,Include,Purchase intenders,Survey,Survey,Purchase intenders - savings,We define these users as those who might consider using savings to pay for their next big purchase
Readers,7558521,AP_x is 17160,Include,Interest,Survey,Survey,Readers,We define these users as those who regularly read books
Recipe box users,2431088,AP_x is 15958,Include,Food & Drink,Survey,Survey,Recipe box users,We define these users as those who are likely to consider paying for a food box service
Reducing meat & dairy in diet,1740723,AP_x is 15712,Include,Food & Drink,Survey,Survey,Reducing meat & dairy in diet,We define these users as those who likely intend on reducing their meat and dairy consumption
Reducing meat or dairy in diet,1472952,AP_x is 15711,Include,Food & Drink,Survey,Survey,Reducing meat or dairy in diet,We define these users as those who likely intend on reducing their meat or dairy consumption
Regular betters,2642566,AP_x is 15988,Include,Interest,Survey,Survey,Regular betters,We define these users as those who are likely to regularly place bets either online or at the bookmakers 
Regular bike users,281251,AP_x is 15538,Include,Sports,Survey,Survey,Regular bike users,We define these users as those who regularly use their bicycle
Regular holiday goers - 3+ times a year,1821427,AP_x is 15462,Include,Holiday intenders,Survey,Survey,Regular holiday goers - 3+ times a year,We define these users as those who are likely to go on holiday more than 3 times a year
Regular Ocado shoppers,1180526,AP_x is 16243,Include,Food & Drink,Survey,Survey,Regular Ocado shoppers,We define these users as those who regularly shop with Ocado
Regular online food shoppers,3879402,AP_x is 15486,Include,Food & Drink,Survey,Survey,Regular online food shoppers,We define these users as those who are liekly to regularly shop online for their food
Remote Workers ,4766297,ap_x is 17303,Include,Demographics - employment,Survey,Survey,Remote Workers ,"We define these users as those who work remotely ""everyday"" or ""sometimes"""
Retired,2119657,AP_f is 1507,Include,Demographics - employment,Survey,Survey,Retired,We define these users as those who have retired
Road bike owners,568083,AP_x is 15534,Include,Sports,Survey,Survey,Road bike owners,We define these users as those who are likely to own a road bike
Romance film fans,873331,AP_x is 15881,Include,Arts & Entertainment,Survey,Survey,Romance film fans,We define these users as those who are likely to love romantic movies
Runners,607878,AP_x is 15508,Include,Sports,Survey,Survey,Runners,We define these users as those who are liekly to enjoy regularly running
Sainsburys shoppers,2336102,AP_x is 15398,Include,Food & Drink,Survey,Survey,Sainsburys shoppers,We define these users as those who are likely to primarily shop at Sainsbury's
Saloon owners,2136622,AP_x is 15472,Include,Auto,Survey,Survey,Saloon owners,We define these users as those who are likely to own a saloon car
Sci-fi film fans,634917,AP_x is 15873,Include,Arts & Entertainment,Survey,Survey,Sci-fi film fans,We define these users as those who are likely to enjoy sci-fi films
Seasonal - Halloween (O & All Time),1061414,Permutive is 22298,Include,Interest,Occasional,All Time,Halloween content fans,We define these users as those who regularly browse Halloween content
Self employed - business owners,1587179,AP_x is 15869,Include,Demographics - employment,Survey,Survey,Self employed - business owners,We define these users as those who are likely to be business owners (high accuracy)
Shop at multiple supermarkets due to habit,903480,AP_x is 16516,Include,Christmas,Survey,Survey,Shop at multiple supermarkets due to habit,We define these users as those who are likely to spend at multiple supermarkets down to habit
Skiers/Snowboarders,324044,AP_x is 15509,Include,Holiday intenders,Survey,Survey,Skiers/Snowboarders,We define these users as those who are likely to enjoy skying and/or snowboarding
Skincare - affordable product preference,2786418,AP_x is 15888,Include,Beauty,Survey,Survey,Skincare - affordable product preference,We define these users as those who tend to chose affordable products for their skincare regime
Skincare - high end product preference,824871,AP_x is 15886,Include,Beauty,Survey,Survey,Skincare - high end product preference,We define these users as those who tend to chose high end products for their skincare regime
Skincare - medium tier product preference,1656396,AP_x is 15887,Include,Beauty,Survey,Survey,Skincare - medium tier product preference,We define these users as those who tend to chose medium-tier products for their skincare regime
Sky TV customers,3289605,AP_x is 15404,Include,Arts & Entertainment,Survey,Survey,Sky TV customers,We define these users as those who are likely to be Sky TV customers
Smart Home Tech Considerers ,5642611,ap_x is 17287,Include,Home,Survey,Survey,Smart Home Tech Considerers ,We define these users as those who would consider implementing any smart home tech
Somewhat confident bakers,3231224,AP_x is 15864,Include,Food & Drink,Survey,Survey,Somewhat confident bakers,We define these users as those who are likely to be somewhat confident when baking
Spend Christmas abroad,327025,AP_x is 16495,Include,Christmas,Survey,Survey,Spend Christmas abroad,We define these users as those who are likely to spend the Christmas holiday season abroad
Spend Christmas at home,6028920,AP_x is 16492,Include,Christmas,Survey,Survey,Spend Christmas at home,We define these users as those who are likely to spend the Christmas holiday season at home
Spend Christmas with friends/family,2381595,AP_x is 16493,Include,Christmas,Survey,Survey,Spend Christmas with friends/family,We define these users as those who are likely to spend the Christmas holiday season with friends/family
Spirit drinkers,3402285,AP_x is 15505,Include,Food & Drink,Survey,Survey,Spirit drinkers,We define these users as those who likely enjoy spirits as their alcoholic drink of preference
Sports - Beginner Cyclists (O & All Time),448328,Permutive is 38280,Include,Sports,Occasional,All Time,Beginner Cyclists cyclist,We define these users as those who regularly browse Beginner cycling content
Sports - Bike Maintenance (O & All Time),9168867,Permutive is 38273,Include,Sports,Occasional,All Time,Bike Maintenance content fans,We define these users as those who regularly browse Bike Maintenance content
Sports - Bike Radar (O & 30 days),127278,Permutive is 7729,Include,Sports,Occasional,30 Days,Bike Radar users,We define these users as those who regularly browse Bike Radar content
Sports - Bike Radar Fans (F & All time),121610,Permutive is 6545,Include,Sports,Frequent,All Time,Bike Radar  users,We define these users as those who regularly browse Bike Radar content
Sports - BMC (O & All time),280,Permutive is 8263,Include,Sports,Occasional,All Time,BMC content fans,We define these users as those who regularly browse BMC content
Sports - Bontrager (O & All time),0,Permutive is 8407,Include,Sports,Occasional,All Time,Bontrager content fans,We define these users as those who regularly browse Bontrager content
Sports - Calibre (O & All time),0,Permutive is 8295,Include,Sports,Occasional,All Time,Calibre content fans,We define these users as those who regularly browse Calibre content
Sports - Cannondale (O & All time),0,Permutive is 8258,Include,Sports,Occasional,All Time,Cannondale content fans,We define these users as those who regularly browse Cannondale content
Sports - Canyon (O & All time),0,Permutive is 8267,Include,Sports,Occasional,All Time,Canyon content fans,We define these users as those who regularly browse Canyon content
Sports - Clothing (O & All time),244129,Permutive is 10636,Include,Sports,Occasional,All Time,Clothing content fans,We define these users as those who regularly browse Cycling clothing content
"Sports - Cross-Country Cycling (R & All Time) [Lookalike: 97.3% similarity, including seed]",12961,Permutive is 126053,Include,Sports,Regular,All Time,Cross-Country Cycling content fans,We define these users as those who regularly browse Cross-Country Cycling content across our websites
Sports - Cycle Commuters (O & All Time),8948299,Permutive is 38278,Include,Sports,Occasional,All Time,Cycle Commuters commuters,We define these users as those who regularly browse Cycle commuting content
Sports - Cycling Fans (O & All time),376429,Permutive is 8281,Include,Sports,Occasional,All Time,Cycling  users,We define these users as those who regularly browse Bike Radar content
"Sports - Cycling Purchase Intenders (R & All time) [Lookalike: 54.5% similarity, including seed]",84085,Permutive is 75689,Include,Sports,Regular,All Time,Cycling Purchase Intenders purchase intenders,We define these users as those who regularly browse Cycling accessory reviews
Sports - Cyclo-cross Bikes (O & All time),0,Permutive is 9712,Include,Sports,Occasional,All Time,Cyclo-cross Bikes content fans,We define these users as those who regularly browse Cyclo-cross Bikes content
"Sports - E-bikes (O & All  time) [Lookalike: 83.7% similarity, including seed]",1391666,Permutive is 85977,Include,Sports,Occasional,All Time,E-bikes reviewers,We define these users as those who regularly browse E-bike reviews
Sports - Enigma (O & All time),0,Permutive is 8260,Include,Sports,Occasional,All Time,Enigma content fans,We define these users as those who regularly browse Enigma content
Sports - Felt (O & All time),63,Permutive is 8296,Include,Sports,Occasional,All Time,Felt content fans,We define these users as those who regularly browse Felt content
Sports - Fitness and training (R & 90 days),310577,Permutive is 123397,Include,Sports,Regular,90 Days,Fitness and training content fans,We define these users as those who regularly browse fitness and training-related content across our websites
Sports - Frequent Reviewers (F & All time),327404,Permutive is 8697,Include,Sports,Frequent,All Time,Frequent Reviewers purchase intenders,We define these users as those who regularly browse Cycling reviews
Sports - Garmin Fans (O & All time),1129,Permutive is 7435,Include,Sports,Occasional,All Time,Garmin  content fans,We define these users as those who regularly browse Garmin content
Sports - Genesis (O & All time),0,Permutive is 8321,Include,Sports,Occasional,All Time,Genesis content fans,We define these users as those who regularly browse Genesis content
Sports - GPS Fans (O & All time),63141,Permutive is 7436,Include,Sports,Occasional,All Time,GPS  content fans,We define these users as those who regularly browse GPS content
Sports - Gravel Bikes (O & All time),95836,Permutive is 9711,Include,Sports,Occasional,All Time,Gravel Bikes content fans,We define these users as those who regularly browse Gravel Bikes content
Sports - Gravel/Adventure (O & All Time),723729,Permutive is 38270,Include,Sports,Occasional,All Time,Gravel/Adventure content fans,We define these users as those who regularly browse Gravel Adventure content
Sports - GT (O & All time),0,Permutive is 8297,Include,Sports,Occasional,All Time,GT content fans,We define these users as those who regularly browse GT content
Sports - Helmet (O & All time),37017,Permutive is 6178,Include,Sports,Occasional,All Time,Helmet content fans,We define these users as those who regularly browse Helmet content
Sports - Indoor Training (O & All Time),2750912,Permutive is 32009,Include,Sports,Occasional,All Time,Indoor Training content fans,We define these users as those who regularly browse Indoor Training content
Sports - Leisure/Family Cyclists (O & All Time),1916729,Permutive is 38282,Include,Sports,Occasional,All Time,Leisure/Family Cyclists cyclist,We define these users as those who regularly browse Leisure family cycling content
Sports - Lights & Visibility (R & All Time),187679,Permutive is 38277,Include,Sports,Regular,All Time,Lights & Visibility content fans,We define these users as those who regularly browse Lights & Visibility content
Sports - Marin (O & All time),0,Permutive is 8298,Include,Sports,Occasional,All Time,Marin content fans,We define these users as those who regularly browse Marin content
Sports - Mavic (O & All time),451,Permutive is 8409,Include,Sports,Occasional,All Time,Mavic content fans,We define these users as those who regularly browse Mavic content
Sports - Mountain Biking (O & All time),455987,Permutive is 6156,Include,Sports,Occasional,All Time,Mountain Biking content fans,We define these users as those who regularly browse Mountain Biking content
Sports - Norco (O & All time),0,Permutive is 8336,Include,Sports,Occasional,All Time,Norco content fans,We define these users as those who regularly browse Norco content
Sports - Orange (O & All time),995,Permutive is 8328,Include,Sports,Occasional,All Time,Orange content fans,We define these users as those who regularly browse Orange content
Sports - Orbea (O & All time),304,Permutive is 8337,Include,Sports,Occasional,All Time,Orbea content fans,We define these users as those who regularly browse Orbea content
Sports - Orbea Favourite Cycling brands (O & All Time),1871294,Permutive is 40649,Include,Sports,Occasional,All Time,Orbea Favourite Cycling brands content fans,We define these users as those who regularly browse Cycling brand content
Sports - Pedal (O & All time),64061,Permutive is 6179,Include,Sports,Occasional,All Time,Pedal content fans,We define these users as those who regularly browse Pedal content
Sports - Pivot (O & All time),245,Permutive is 8326,Include,Sports,Occasional,All Time,Pivot content fans,We define these users as those who regularly browse Pivot content
Sports - Raleigh (O & All time),0,Permutive is 8262,Include,Sports,Occasional,All Time,Raleigh content fans,We define these users as those who regularly browse Raleigh content
Sports - Rapha (O & All time),105,Permutive is 11300,Include,Sports,Occasional,All Time,Rapha content fans,We define these users as those who regularly browse Rapha content
Sports - Recovery (O & All time),86888,Permutive is 8449,Include,Sports,Occasional,All Time,Recovery content fans,We define these users as those who regularly browse Recovery content
Sports - Ribble (O & All time),0,Permutive is 8217,Include,Sports,Occasional,All Time,Ribble content fans,We define these users as those who regularly browse Ribble content
Sports - Road Biking (O & All time),2079724,Permutive is 6157,Include,Sports,Occasional,All Time,Road Biking content fans,We define these users as those who regularly browse Road Biking content
Sports - Road Biking brands (R & All time),932559,Permutive is 33137,Include,Sports,Regular,All Time,Road Biking brands content fans,We define these users as those who regularly browse Road biking brands content
Sports - Road E-bikes (R & All time),45134,Permutive is 115881,Include,Sports,Regular,All Time,Road E-bikes content fans,We define these users as those who regularly browse E-Road bikes content across our websites
Sports - RockShox (O & All time),220,Permutive is 8412,Include,Sports,Occasional,All Time,RockShox content fans,We define these users as those who regularly browse RockShox content
Sports - Roubaix (O & All time),389,Permutive is 17451,Include,Sports,Occasional,All Time,Roubaix content fans,We define these users as those who regularly browse Roubaix content
Sports - Saddle (O & All time),38541,Permutive is 6180,Include,Sports,Occasional,All Time,Saddle content fans,We define these users as those who regularly browse Saddle content
Sports - Santa Cruz (O & All time),0,Permutive is 8299,Include,Sports,Occasional,All Time,Santa Cruz content fans,We define these users as those who regularly browse Santa Cruz content
Sports - Scott (O & All time),1205816,Permutive is 8266,Include,Sports,Occasional,All Time,Scott content fans,We define these users as those who regularly browse Scott content
Sports - Shimano (O & All time),0,Permutive is 8261,Include,Sports,Occasional,All Time,Shimano content fans,We define these users as those who regularly browse Shimano content
Sports - Shoes (O & All time),116011,Permutive is 6181,Include,Sports,Occasional,All Time,Shoes content fans,We define these users as those who regularly browse Shoes content
Sports - Specialized (O & All time),43076,Permutive is 6793,Include,Sports,Occasional,All Time,Specialized content fans,We define these users as those who regularly browse Specialized content
Sports - SRAM (O & All time),34346,Permutive is 8265,Include,Sports,Occasional,All Time,SRAM content fans,We define these users as those who regularly browse SRAM content
"Sports - Tour de France (R & All time) [Lookalike: 53.7% similarity, including seed]",245883,Permutive is 93612,Include,Sports,Regular,All Time,Tour de France content fans,We define these users as those who regularly browse Tour de France content
Sports - Track Cycling (O & All time),818007,Permutive is 8257,Include,Sports,Occasional,All Time,Track Cycling content fans,We define these users as those who regularly browse Track Cycling content
Sports - Trek (O & All time),216872,Permutive is 8264,Include,Sports,Occasional,All Time,Trek content fans,We define these users as those who regularly browse Trek content
Sports - Tyre (O & All time),114726,Permutive is 6183,Include,Sports,Occasional,All Time,Tyre content fans,We define these users as those who regularly browse Tyre content
Sports - Voodoo (O & All time),348,Permutive is 8340,Include,Sports,Occasional,All Time,Voodoo content fans,We define these users as those who regularly browse Voodoo content
Sports - Wheels (O & All time),353065,Permutive is 6127,Include,Sports,Occasional,All Time,Wheels content fans,We define these users as those who regularly browse Wheels content
Sports - Whyte (O & All time),0,Permutive is 8324,Include,Sports,Occasional,All Time,Whyte content fans,We define these users as those who regularly browse Whyte content
Sports - Zwift (O & All time),21195,Permutive is 10289,Include,Sports,Occasional,All Time,Zwift content fans,We define these users as those who regularly browse Zwift content
Sports car owners,3653324,AP_x is 15475,Include,Auto,Survey,Survey,Sports car owners,We define these users as those who tend to consider sports cars when buying a new car
Sports enthusiasts,4474664,AP_x is 16168,Include,Arts & Entertainment,Survey,Survey,Sports enthusiasts,We define these users as those who enjoy sports
Sports Enthusiasts (R & All Time),3251968,Permutive is 27601,Include,Sports,Regular,All Time,Sport enthusiasts,We define these users as those who regularly browse Sports content
Spotify subscribers,3472163,AP_x is 15428,Include,Arts & Entertainment,Survey,Survey,Spotify subscribers,We define these users as those who are likely to have a Spotify membership
Style first car considerers,750083,AP_x is 16625,Include,Auto,Survey,Survey,Style first car considerers,"We define these users as those who , when buying a car, consider how stylish it is as the most important factor"
Supermarket clothing purchasers,6015093,AP_x is 16573,Include,Fashion,Survey,Survey,Supermarket clothing purchasers,We define these users as those who are likely to consider purchasing clothing from supermarkets
Swimmers,2990384,AP_x is 15507,Include,Sports,Survey,Survey,Swimmers,We define these users as those who are likely to enjoy swimming 
Talk Talk TV customers,475700,AP_x is 15406,Include,Arts & Entertainment,Survey,Survey,Talk Talk TV customers,We define these users as those who are likely to be TalkTalk TV customers
Tea drinkers,4246671,AP_x is 15716,Include,Food & Drink,Survey,Survey,Tea drinkers,We define these users as those whosehot drink preference is likely to be tea
Technology - Early Tech Adopters (O & All time),15094354,Permutive is 7522,Include,Interest,Occasional,All Time,Early Tech Adopters enthusiasts,We define these users as those who regularly browse Tech content
Tennis Fans 1P,0,Permutive is 27609,Include,Sports,Occasional,Unspecified,Tennis content fans,We define these users as those who regularly browse Tennis content
Tesco shoppers,4591698, AP_x is 14211,Include,Food & Drink,Survey,Survey,Tesco shoppers,We define these users as those who are likely to primarily shop at Tesco
Theatre fans,7736040,AP_x is 17121,Include,Arts & Entertainment,Survey,Survey,Theatre fans,We define these users as those who are theatre fans
Theatre music enthusiasts,5430694,AP_x is 17120,Include,Arts & Entertainment,Survey,Survey,Theatre music enthusiasts,We define these users as those who enjoy listening to theatre music
Travel - Travel Intenders (O & All time),747513,Permutive is 8134,Include,Travel,Occasional,All Time,Travel Intenders intenders,We define these users as those who regularly browse Travel content
Travel Intenders,193860,ap_k is 2033,Include,Intenders,Survey,Survey,Travel Intenders,We define these users as those who intend to travel
Treadmill running/walking enthusiasts,827629, AP_x is 16631,Include,Sports,Survey,Survey,Treadmill running/walking enthusiasts,We define these users as those who enjoy using an indoor treadmill in order to keep fit
TV Intenders,104849,ap_k is 2034,Include,Intenders,Survey,Survey,TV Intenders,We define these users as those who intend to buy a TV
TV watchers - 11-20 hours per week,2034148,AP_x is 15967,Include,Arts & Entertainment,Survey,Survey,TV watchers - 11-20 hours per week,We define these users as those who tend to view around 11-20 hours of TV per week
TV watchers - 21-30 hours per week,602620,AP_x is 15968,Include,Arts & Entertainment,Survey,Survey,TV watchers - 21-30 hours per week,We define these users as those who tend to view around 21-30 hours of TV per week
TV watchers - 31+ hours per week,583018,AP_x is 14206,Include,Arts & Entertainment,Survey,Survey,TV watchers - 31+ hours per week,We define these users as those who tend to view more than 31 hours of TV per week (high accuracy)
TV watchers - 31+ hours per week,1081914,AP_x is 15445,Include,Arts & Entertainment,Survey,Survey,TV watchers - 31+ hours per week,We define these users as those who tend to view more than 31 hours of TV per week
TV watchers - 6-10 hours per week,1817459,AP_x is 15966,Include,Arts & Entertainment,Survey,Survey,TV watchers - 6-10 hours per week,We define these users as those who tend to view around 6-10 hours of TV per week
Unemployed,4778520,AP_f is 1501,Include,Demographics - employment,Survey,Survey,Unemployed,We define these users as those who are unemployed
Urban bike owners,3003348,AP_x is 15535,Include,Sports,Survey,Survey,Urban bike owners,We define these users as those who are likely to own an urban bike
Used car buyers,5918359,AP_x is 14051,Include,Auto,Survey,Survey,Used car buyers,We define these users as those whosenext car is likely to be used
Users looking forward to going out post lockdown,665,AP_x is 17117,Include,Lockdown,Survey,Survey,Users looking forward to going out post lockdown,We define these users as those who are looking forward to going out when lockdown restrictions are lifted
Users looking forward to health/fitness activities post lockdown,531,AP_x is 17118,Include,Lockdown,Survey,Survey,Users looking forward to health/fitness activities post lockdown,We define these users as those who are looking forward to health and fitness based activities when lockdown restrictions are lifted
Users who can play a instrument,0, AP_x is 15420,Include,Interest,Survey,Survey,Users who can play a instrument,We define these users as those who are likely to be able to play an instrument
Users who have not subscribed to any on demand service,2138799,AP_x is 15963,Include,Arts & Entertainment,Survey,Survey,Users who have not subscribed to any on demand service,We define these users as those who are unlikely to be paying for an on demand service
Users who intend on learning to play an instrument,0, AP_x is 15421,Include,Interest,Survey,Survey,Users who intend on learning to play an instrument,We define these users as those who likely intend on learning to play an instrument
Users who value car expert opinion,7453358,AP_x is 16864,Include,Auto,Survey,Survey,Users who value car expert opinion,"We define these users as those who , when buying a car, consider its value for money to be the most important factor"
Users who value car interior features,7601081,AP_x is 16863,Include,Auto,Survey,Survey,Users who value car interior features,We define these users as those who are likely to place high importance on the interior features of a car when buying a new one
Users who value car specfications,6659221,AP_x is 16861,Include,Auto,Survey,Survey,Users who value car specfications,We define these users as those who value car specifications
Value auto opinion from others,2997273,AP_x is 16865,Include,Auto,Survey,Survey,Value auto opinion from others,We define these users as those who are likely to place huge importance on other's opinions when buying a car
Vegan,651764,AP_x is 15714,Include,Food & Drink,Survey,Survey,Vegan,We define these users as those who are likely to be vegans
