advertiser,campaign_name,campaign_id,category,start_date,impressions,clicks
Angelcare,ORD-00287020_Angelcare Made For Mums 2024,1791084,Parenting,2024-01-01,35002,13
Thames and Hudson // D-Day Atlas - Charles Messenger,ORD-00283523 D-Day Atlas_Thames&Hudson_Total_May/June_H,1647175,Entertainment,2024-01-01,35001,54
The Baby Show,ORD-00284360_The Baby Show Manchester Solus and Takeover,1657660,Parenting,2024-01-01,35000,324
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,34866,34
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,34785,7814
Audible,Audible_wavemaker_Comedy_July25,2054149,Entertainment,2025-01-01,34601,0
Norwegian Seafood ,ORD-00286656_Norwegian Seafood Q3/4 2024,1770504,Food,2024-01-01,34523,34
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,34468,30
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,34078,31
The Crown Estate,ORD-00284347_The Crown Estate - GW 2024 Campaign,1680347,Parenting,2024-01-01,34032,38
Bloomsbury,ORD-00296570 Bloomsbury Display & Solus,2193064,Entertainment,2025-01-01,34028,82
Outfit 7 - Hank Anniversary ,ORD-00289827 Hank anniversary _IM_RT-Q4AV,1860020,Gaming,2024-01-01,34005,54
Warner Leisure,ORD-00278268 & ORD-00278274_Warner Leisure Hotels-Q4 2023 / Q1-2 2024,1510991,Travel,2024-01-01,33853,326
Outfit 7 - Hank Anniversary ,ORD-00289827 Hank anniversary _IM_RT-Q4AV,1860020,Gaming,2024-01-01,33424,30
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,33386,153
Piccolo,ORD-00293123 Piccolo_June_2025_GF_DIGI,2030423,Food,2025-01-01,33368,6
Piccolo,ORD-00293123 Piccolo_June_2025_GF_DIGI,2030423,Food,2025-01-01,33360,12
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,33356,376
Outfit 7 - Hank Anniversary ,ORD-00289827 Hank anniversary _IM_RT-Q4AV,1860020,Gaming,2024-01-01,33347,29
Piccolo,ORD-00293123 Piccolo_June_2025_GF_DIGI,2030423,Food,2025-01-01,33339,11
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,33337,328
Piccolo,ORD-00293123 Piccolo_June_2025_GF_DIGI,2030423,Food,2025-01-01,33335,30
Sold Out,ORD-00289070_Billy Ocean Sept-Oct 2024,1875608,Entertainment,2024-01-01,33333,55
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33231,7
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33215,68
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33205,86
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33204,87
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33204,48
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33202,24
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33197,18
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33195,28
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,33179,28
Carte D'Or,ORD-00297006 Direct_Digi_Carte D'Or_Q4 2025,2174656,Food,2025-01-01,33168,2158
Sold Out,ORD-00289070_Billy Ocean Sept-Oct 2024,1875608,Entertainment,2024-01-01,33150,66
The Royal Mint,ORD-00290615_RM_Xmas_2024_GF_OLI_DIGI ,1827231,Food,2024-01-01,32129,27
The Royal Mint,ORD-00294117 The Royal Mint_Four Agency_History_Royalty,2224949,Entertainment,2025-01-01,32000,23
The Royal Mint,ORD-00294117 The Royal Mint_Four Agency_History_Royalty,2224949,Entertainment,2025-01-01,31995,11
The Royal Mint,ORD-00294117 The Royal Mint_Four Agency_History_Royalty,2224949,Entertainment,2025-01-01,31993,25
The Royal Mint,ORD-00294117 The Royal Mint_Four Agency_History_Royalty,2224949,Entertainment,2025-01-01,31960,30
The Royal Mint,ORD-00294117 The Royal Mint_Four Agency_History_Royalty,2224949,Entertainment,2025-01-01,31941,32
Kikkoman,ORD-00290623_Digi_Display_Xmas'24_GF,1856776,Food,2024-01-01,31784,11
Kikkoman,ORD-00290623_Digi_Display_Xmas'24_GF,1856776,Food,2024-01-01,31778,11
Kikkoman,ORD-00290623_Digi_Display_Xmas'24_GF,1856776,Food,2024-01-01,31753,20
Kikkoman,ORD-00290623_Digi_Display_Xmas'24_GF,1856776,Food,2024-01-01,31748,34
Kikkoman,ORD-00290623_Digi_Display_Xmas'24_GF,1856776,Food,2024-01-01,31748,30
AA,ORD-00297226_AA_Digital Display Black Friday_19th Nov - 2nd Dec,2195460,Motoring,2025-01-01,31183,11
Sold Out,ORD-00289070_Billy Ocean Sept-Oct 2024,1875608,Entertainment,2024-01-01,30940,76
Pernod Ricard,ORD-00297666_PernodRicard_Absolut&Kahlua_December2025,2195115,Alcohol,2025-01-01,30362,20
Pernod Ricard,ORD-00297666 & ORD-00297808 _PernodRicard_Absolut&Kahlua_December2025,2206209,Alcohol,2025-01-01,30361,20
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,30033,8
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,30019,11
BioGaia,ORD-00294424_BioGaia 2025 £10k Video MFMs Campaign,2142659,Parenting,2025-01-01,30001,8
BioGaia,ORD-00294424_BioGaia 2025 £10k Video MFMs Campaign,2142659,Parenting,2025-01-01,30000,17
Norwegian Seafood ,ORD-00286656_Norwegian Seafood Q3/4 2024,1770504,Food,2024-01-01,30000,13
Piccolo,ORD-00281699_Piccolo_May_Jun'24_Digi_GF,1654527,Food,2024-01-01,30000,4
Piccolo,ORD-00281699_Piccolo_May_Jun'24_Digi_GF,1654527,Food,2024-01-01,30000,10
Long Clawson,ORD-00283654_1912_May_June'24_Email_DigiDisplay_Long Clawson,1661119,Food,2024-01-01,29999,15
BioGaia,ORD-00294424_BioGaia 2025 £10k Video MFMs Campaign,2142659,Parenting,2025-01-01,29999,28
Long Clawson,ORD-00283654_1912_May_June'24_Email_DigiDisplay_Long Clawson,1661119,Food,2024-01-01,29999,10
BioGaia,ORD-00294424_BioGaia 2025 £10k Video MFMs Campaign,2142659,Parenting,2025-01-01,29989,0
Hays Travel - June ,ORD-00294354 Hays Travel_ ARM_ Digital_ Ambassador_ june,2034225,Travel,2025-01-01,29989,12
BioGaia,ORD-00294424_BioGaia 2025 £10k Video MFMs Campaign,2142659,Parenting,2025-01-01,29979,3
Pernod Ricard,ORD-00297666 & ORD-00297808 _PernodRicard_Absolut&Kahlua_December2025,2206209,Alcohol,2025-01-01,29327,16
Pernod Ricard,ORD-00297666_PernodRicard_Absolut&Kahlua_December2025,2195115,Alcohol,2025-01-01,29327,16
Sarson's,ORD-00288776_Sarsons Vinegar_Brewed for Food Burst 2_Food_Sep24,1789636,Food,2024-01-01,29219,2549
Diageo,Johnnie Walker Partnership_Diageo_PHD_AprilJune25,1974104,Alcohol,2025-01-01,28942,4994
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,28403,204
Spode,ORD-00296824_Spode_Olive_Q4_2025_DIGI,2217950,Food,2025-01-01,28338,18
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,28266,22
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,28246,44
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,28239,92
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,28236,52
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,28235,77
Live Nation,ORD-00293107_Live Nation - Stevie Wonder Digital,1946115,Entertainment,2025-01-01,28235,16
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,28230,229
Diageo,ORD-00288038_(Diageo) Casamigos_Repurposed_PHD_July24June25,1777213,Alcohol,2024-01-01,28020,1792
Sold Out,ORD-00290685_Bonnie Raitt AEG_Nov 24,1879809,Entertainment,2024-01-01,27930,26
Aldi,Aldi_Christmas_25,2175479,Food,2025-01-01,27887,1256
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,27872,12
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,27851,7
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,27624,155
Live Nation,ORD-00286536_Crowded House July-August 2024,1718403,Entertainment,2024-01-01,27527,33
Live Nation,ORD-00286536_Crowded House July-August 2024,1718403,Entertainment,2024-01-01,27501,34
Carte D'Or,ORD-00297006 Direct_Digi_Carte D'Or_Q4 2025,2174656,Food,2025-01-01,27076,22
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,26964,1514
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,26688,312
Long Clawson,ORD-00283654_1912_May_June'24_Email_DigiDisplay_Long Clawson,1661119,Food,2024-01-01,26667,25
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,26430,56
B&M,"ORD-00293391 B&M_ Dentsu_ MFM, GF_ Digi_ April",1972520,Food,2025-01-01,26350,14
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Food,2025-01-01,26088,2035
Dr Brown,ORD-00293249_Dr Brown's Made For Mums 2025,2020077,Parenting,2025-01-01,25731,13
Bart Ingredients,ORD-00284412_Bart_Ingredients_2024_Activity_GF,1796038,Food,2024-01-01,25654,32
Bart Ingredients,ORD-00284412_Bart_Ingredients_2024_Activity_GF,1796038,Food,2024-01-01,25654,18
Lidl,ORD-00289956_LidlDeluxeChristmas2024_OMD_Oct-Dec,1837113,Food,2024-01-01,25635,22
Bart Ingredients,ORD-00284412_Bart_Ingredients_2024_Activity_GF,1796038,Food,2024-01-01,25625,9
Bart Ingredients,ORD-00284412_Bart_Ingredients_2024_Activity_GF,1796038,Food,2024-01-01,25585,119
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,25585,37
Bart Ingredients,ORD-00284412_Bart_Ingredients_2024_Activity_GF,1796038,Food,2024-01-01,25513,17
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,25488,13
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,25488,17
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,25420,12
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,25183,19
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,25068,73
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,25047,31
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,25014,23
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,25003,66
Pearson Education Limited,ORD-00275699_Pearson_Q1/Q2_History,1577435,History,2024-01-01,25002,187
Dr Brown,ORD-00293249_Dr Brown's Made For Mums 2025,2020077,Parenting,2025-01-01,25001,38
Brown Forman + El Jimador ,ORD-00289639 Brown Forman+El Jimador_Good Food_Christmas 2024,1812591,Alcohol,2024-01-01,25001,16
Brown Forman + El Jimador ,ORD-00289639 Brown Forman+El Jimador_Good Food_Christmas 2024,1812591,Alcohol,2024-01-01,25001,42
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,25000,6
Brown Forman + El Jimador ,ORD-00289639 Brown Forman+El Jimador_Good Food_Christmas 2024,1812591,Alcohol,2024-01-01,25000,25
Pearson Education Limited,ORD-00275699_Pearson_Q1/Q2_History,1577435,History,2024-01-01,25000,91
Nacon,ORD-00287184 TestDriveUnlimited_IM_Gaming/TG/RT_Sept24,1830729,Gaming,2024-01-01,24999,24
Bolsover Cruises,ORD-00291611 Bolsover Cruises,1889378,Travel,2025-01-01,24996,55
Florette,ORD-00292672_Florette_Caratleeds_Partnership_May-July2025,1993798,Food,2025-01-01,24989,14
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,24229,5
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,24218,6
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,24142,12
Profile Books ,ORD-00293344 Profile books_April_History Extra,1976920,Entertainment,2025-01-01,23949,31
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,23676,155
Pearson Education Limited,ORD-00275699_Pearson_Q1/Q2_History,1577435,History,2024-01-01,23612,254
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1962013,Motoring,2025-01-01,23509,20
TUI,ORD-00286345 _TUI_Marella Cruise digi campaign - Aug/Sep 2024,1716978,Travel,2024-01-01,23502,166
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,23487,12
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,23398,30
Long Clawson,ORD-00283654_1912_May_June'24_Email_DigiDisplay_Long Clawson,1661119,Food,2024-01-01,23338,7
Long Clawson,ORD-00283654_1912_May_June'24_Email_DigiDisplay_Long Clawson,1661119,Food,2024-01-01,23335,6
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,23231,16
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,23231,9
Hu Chocolate,ORD-00296935_Hu Chocolate_Q4 2025_GF_RpRecipe_Digi,2222875,Food,2025-01-01,23217,86
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23129,51
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23124,18
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23120,23
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23104,20
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23102,30
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23102,37
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23101,40
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23101,41
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23101,59
Pernod Ricard,ORD-00282322_Direct_MGOMD_Pernod_AbsolutHunni_MayJune_LD,1613518,Alcohol,2024-01-01,23093,62
Ecofurb,ORD-00286625_Direct_ParityProjectsEcofurb_Direct_Direct Display & Competition_3rd Sept to 14th Oct,1809137,Entertainment,2024-01-01,23092,18
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,22900,8
Diageo,ORD-00290180_Diageo_Christmas Cocktail Widget_PHD_Oct-Dec24,1888448,Alcohol,2024-01-01,22534,18
Not On The High Street,Not On The High Street Xmas 24,1814035,Entertainment,2024-01-01,22475,12
AEG,ORD-00291048_Russell Watson (AEG) Q4 2025 Digital,1886559,Entertainment,2024-01-01,22417,0
AEG,ORD-00291048_Russell Watson (AEG) Q4 2025 Digital,1886559,Entertainment,2024-01-01,22416,0
AEG,ORD-00291048_Russell Watson (AEG) Q4 2025 Digital,1886559,Entertainment,2024-01-01,22409,0
AEG,ORD-00291048_Russell Watson (AEG) Q4 2025 Digital,1886559,Entertainment,2024-01-01,22409,17
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,22228,240
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,22196,45
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1982913,Motoring,2025-01-01,22023,20
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,21985,181
Hyundai Motor (UK),ORD-00291653_Hyundai_Regional_Innocean_Q1_25,1895619,Motoring,2025-01-01,21979,84
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,21415,83
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,21248,79
Lidl,ORD-00289956_LidlDeluxeChristmas2024_OMD_Oct-Dec,1837113,Food,2024-01-01,21203,19
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,20858,185
Agency Press Ltd T/A Sold Out Advertising,ORD-00288550_Ball & Boe September,1763507,Entertainment,2024-01-01,20838,10
Peter Nyssen,"ORD-00290406_Peter Nyssen Competition, Solus, Social Carousel, Skins 01.08.2025 - 31.10.2025",2113782,Gardening,2025-01-01,20820,152
Pernod Ricard,ORD-00282322_Direct_MGOMD_Pernod_AbsolutHunni_Espresso Martini,1642196,Alcohol,2024-01-01,20433,52
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,20364,60
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,20359,20
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,20337,7
Diageo,ORD-00281883 & ORD-00281885 & ORD-00282491 & ORD-00282487_ Diageo_H2 Partnership_PHD_Mar-June24 (Gins),1601153,Alcohol,2024-01-01,20234,11
Aldi,ORD-00298137_ Direct- Aldi - Starcom - Jan GF - 12/01 - 31/01 2026,2232285,Supermarket,2026-01-01,20051,32
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,20041,7
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,20022,2
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,20020,12
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,20018,3
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,20014,3
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,20010,4
The Professional Framing Company,ORD-00290698_Pro Frame Digi 2024,1847232,Entertainment,2024-01-01,20009,41
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,20008,5
The Professional Framing Company,ORD-00290698_Pro Frame Digi 2024,1847232,Entertainment,2024-01-01,20006,19
Hays Travel,Hays Travel_ All response_ Digital_ 2024,1726052,Travel,2024-01-01,20004,10
Sold Out,ORD-00290871_Gary Barlow_Nov,1880326,Entertainment,2024-01-01,20004,7
Hays Travel,ORD-00297196 Hays Travel_ ARM_ Digital_ Nov_ princess,2177425,Travel,2025-01-01,20002,18
Sold Out,ORD-00290871_Gary Barlow_Nov,1880326,Entertainment,2024-01-01,20002,24
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2026-01-01,20001,3
The Professional Framing Company,ORD-00290698_Pro Frame Digi 2024,1847232,Entertainment,2024-01-01,20001,61
The Professional Framing Company,ORD-00290698_Pro Frame Digi 2024,1847232,Entertainment,2024-01-01,20001,27
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,20000,15
The Professional Framing Company,ORD-00290698_Pro Frame Digi 2024,1847232,Entertainment,2024-01-01,20000,16
Sold Out,ORD-00290871_Gary Barlow_Nov,1880326,Entertainment,2024-01-01,19992,12
Sold Out,ORD-00290871_Gary Barlow_Nov,1880326,Entertainment,2024-01-01,19932,12
Bloomsbury - Emperor Of Seas,ORD-00288300 Bloomsbury_Total_Sept_History_HE,1801902,Entertainment,2024-01-01,19910,63
The Royal Mint,ORD-00298555_TRM_ ROM_ Digital_ Jan_ Concorde,2256655,Entertainment,2026-01-01,19879,12
Grana Padano,ORD-00284396_GRANA_PADANO_GF_COMPETITION_SUMMER24,1680625,Food,2024-01-01,19646,193
Windsor Castle,ORD-00293267_Windsor Castle - June to August 2025,2094137,History,2025-01-01,19466,210
Electorial Commission,ORD-00296311 & ORD-00296312_EC Voter ID & EC Voter Reg_UMBirm_GF_MMA_Feb May2026,2256951,Government,2026-01-01,19128,92
Sainsburys,ORD-00294588_Sainsbury's x Good Food TTD P2 June-August,2045562,Supermarket,2025-01-01,19119,181
Agency Press Ltd T/A Sold Out Advertising,ORD-00288550_Ball & Boe September,1763507,Entertainment,2024-01-01,18847,30
Agency Press Ltd T/A Sold Out Advertising,ORD-00288550_Ball & Boe September,1763507,Entertainment,2024-01-01,18824,61
Agency Press Ltd T/A Sold Out Advertising,ORD-00288550_Ball & Boe September,1763507,Entertainment,2024-01-01,18824,73
Penfolds,ORD-00282892_Penfolds_2024_Activity,1669752,Alcohol,2024-01-01,18751,10
Penfolds,ORD-00282892_Penfolds_2024_Activity,1667821,Alcohol,2024-01-01,18751,10
Penfolds,ORD-00282892_Penfolds_2024_Activity,1669752,Alcohol,2024-01-01,18750,8
Penfolds,ORD-00282892_Penfolds_2024_Activity,1667821,Alcohol,2024-01-01,18750,44
Penfolds,ORD-00282892_Penfolds_2024_Activity,1667821,Alcohol,2024-01-01,18750,8
Penfolds,ORD-00282892_Penfolds_2024_Activity,1669752,Alcohol,2024-01-01,18750,44
Penfolds,ORD-00282892_Penfolds_2024_Activity,1667821,Alcohol,2024-01-01,18748,4
Penfolds,ORD-00282892_Penfolds_2024_Activity,1669752,Alcohol,2024-01-01,18748,4
Penfolds,ORD-00282892_Penfolds_2024_Activity,1669752,Alcohol,2024-01-01,18742,20
Penfolds,ORD-00282892_Penfolds_2024_Activity,1667821,Alcohol,2024-01-01,18742,20
Hays Travel - June ,ORD-00293796 hays Travel_ ARM_ Digital_ May,2020315,Travel,2025-01-01,18196,19
Sold Out,ORD-00290685_Bonnie Raitt AEG_Nov 24,1879809,Entertainment,2024-01-01,17927,14
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,17714,2
Hyundai Motor (UK),ORD-00291653_Hyundai_Regional_Innocean_Q1_25,1895619,Motoring,2025-01-01,17231,24
Aldi,ORD-00293735 & ORD-00293701_Aldi_May_2025,1995563,Food,2025-01-01,17225,1462
Pernod Ricard,ORD-00297666_PernodRicard_Absolut&Kahlua_December2025,2195115,Alcohol,2025-01-01,17092,7
Pernod Ricard,ORD-00297666 & ORD-00297808 _PernodRicard_Absolut&Kahlua_December2025,2206209,Alcohol,2025-01-01,17088,7
Arla Lurpak,PG_Arla_Castello_Q4_24/ORD-00290429 (Native),1887285,Food,2024-01-01,17011,188
Arla Lurpak,PG_Arla_Castello_Q4_24/ORD-00290429 (Native),1887285,Food,2024-01-01,16954,128
Diageo,Johnnie Walker Partnership_Diageo_PHD_AprilJune25,1974104,Alcohol,2025-01-01,16867,207
Agency Press Ltd T/A Sold Out Advertising,ORD-00288550_Ball & Boe September,1763507,Entertainment,2024-01-01,16848,12
Apple,ORD-00299603 _Direct_Apple_Marcom_ RT_March26,2288746,Entertainment,2026-01-01,16550,685
River Street Events,River Street Events Ltd _GW_Events_-_Digi_promo,1621866,Gardening,2024-01-01,16511,12
Apple,ORD-00299603 _Direct_Apple_Marcom_ RT_March26,2288746,Entertainment,2026-01-01,16480,454
Gousto,ORD-00297780_Gousto_brandpartnership_26,2224957,Food,2026-01-01,16161,231
Apple,ORD-00299603 _Direct_Apple_Marcom_ RT_March26,2288746,Entertainment,2026-01-01,15788,528
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,15721,16
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,15719,8
Nintendo,ORD-00288651 Nintendo: Echoes of Wisdom,1814079,Gaming,2024-01-01,15675,184
