segment_name,platform,reach,category,description,plain_english,code,frequency,window,icon_key
Lidl shoppers,AP,12145035,Food & Drink,We define these users as those who prefer shopping at Lidl,Prefer shopping at Lidl,ap_x 17154,,,food-drink
Readers,AP,32165645,Interest,We define these users as those who regularly read books,Regularly read books,ap_x 17160,,,interest
Healthcare Professionals,AP,5358737,Demographics - employment,We define these users as those who work in the healthcare sector,Work in the healthcare sector,ap_x 17197,,,demographics-employment
Practical Car Fans,AP,14478521,Auto,"We define these users as those who, when in market for a car, consider practical ones (e.g. Citroen, Honda, Mazda, Volvo)","We define these users as those who, when in market for a car, consider practical ones (e.g. Citroen, Honda, Mazda, Volvo)",ap_x 17202,,,auto
Premium Car Fans,AP,1927769,Auto,"We define these users as those who, when in market for a car, consider Premium ones (e.g. Audi, BMW, Jaguar, Mercedes)","We define these users as those who, when in market for a car, consider Premium ones (e.g. Audi, BMW, Jaguar, Mercedes)",ap_x 17203,,,auto
Long Haul Travellers,AP,4443862,Travel,We define these users as those who prefer long haul travels,Prefer long haul travels,ap_x 17211,,,travel
International Travellers,AP,13572106,Travel,We define these users as those who usually go on international holidays,Usually go on international holidays,ap_x 17285,,,travel
Mobile Gamers,AP,9092133,Interest,We define these users as those who enjoy online gaming,Enjoy online gaming,ap_x 17286,,,interest
Smart Home Tech Considerers,AP,20224252,Home,We define these users as those who would consider implementing any smart home tech,Would consider implementing any smart home tech,ap_x 17287,,,home
January Health Kickers,AP,23264401,Food & Drink,We define these users as those who are likely to consider a health kick in January,Are likely to consider a health kick in January,ap_x 17299,,,food-drink
Long Commuters,AP,5814885,Demographics - employment,We define these users as those who usually spend 60 mins. or more commuting (both ways combined),Usually spend 60 mins. or more commuting (both ways combined),ap_x 17301,,,demographics-employment
Holidays - Looking Forward Nature,AP,8974154,Travel,We define these users as those who look forward nature-related activities when going on holidays,Look forward nature-related activities when going on holidays,ap_x 17312,,,travel
Watersports Fans,AP,7162239,Sports,"We define these users as those who are most interested in ""Watersports"" than in other disciplines","Are most interested in ""Watersports"" than in other disciplines",ap_x 17325,,,sports
Unacesssed pensions,AP,20901500,Interest,We define these users as those who still have not accessed their Defined Contribution Pension,Still have not accessed their Defined Contribution Pension,ap_x 17320,,,interest
UKTV Play Subscribers,AP,2169661,Arts & Entertainment,We define these users as those who are subscribed to UKTV Play,Are subscribed to UKTV Play,ap_x 17422,,,arts-entertainment
Rugby Fans,AP,7710315,Sports,"We define these users as those who chose ""Rugby"" as their favourite sport","Chose ""Rugby"" as their favourite sport",ap_x 17354,,,sports
Robotic Lawn Mower Considerers,AP,7536391,Gardening,We define these users as those who would consider buying a Robotic Lawn Mower,Would consider buying a Robotic Lawn Mower,ap_x 17397,,,gardening
Ride-On/Tractor Lawn Mower Considerers,AP,3230979,Gardening,We define these users as those who would consider buying a Ride-on or Tractor Lawn Mower,Would consider buying a Ride-on or Tractor Lawn Mower,ap_x 17406,,,gardening
Restaurant Goers,AP,12409904,Food & Drink,We define these users as those who were looking forward to going out to restaurants before the easing of lockdown restrictions,Were looking forward to going out to restaurants before the easing of lockdown restrictions,ap_x 17426,,,food-drink
Renters - No Home contents Insurance,AP,3430360,Interest,We define these users as those who rent their homes without having a Home Contents Insurance,Rent their homes without having a Home Contents Insurance,ap_x 17338,,,interest
Readers - Print Format,AP,24601442,Interest,We define these users as those who prefer to read books in print format,Prefer to read books in print format,ap_x 17356,,,interest
Readers - e-Book Format,AP,9140462,Interest,We define these users as those who prefer to read books in e-book format,Prefer to read books in e-book format,ap_x 17357,,,interest
Readers - Audiobook Format,AP,1127532,Interest,We define these users as those who prefer listening to audiobooks rather than reading them on other formats,Prefer listening to audiobooks rather than reading them on other formats,ap_x 17355,,,interest
"Pub, Cocktails-Bars Goers",AP,3982374,Food & Drink,We define these users as those who were looking forward to going out to pubs and cocktail bars before the easing of lockdown restrictions,Were looking forward to going out to pubs and cocktail bars before the easing of lockdown restrictions,ap_x 17384,,,food-drink
Pensions - Financial Focus,AP,17140738,Interest,We define these users as those who give focus to the financial aspects of their pensions by researching or receiving professional advice,Give focus to the financial aspects of their pensions by researching or receiving professional advice,ap_x 17405,,,interest
Pensions - Already Accessed them,AP,4411586,Interest,We define these users as those who have already accessed their Defined Contribution Pension,Have already accessed their Defined Contribution Pension,ap_x 17350,,,interest
Pension Access Intender,AP,3639492,Interest,We define these users as those who intend to access their Defined Contribution Pension in the next 12 months,Intend to access their Defined Contribution Pension in the next 12 months,ap_x 17322,,,interest
Nat Geo Channel - Regular Viewers,AP,5636162,Arts & Entertainment,We define these users as those who watch the National Geographic Channel once a month,Watch the National Geographic Channel once a month,ap_x 17381,,,arts-entertainment
Nat Geo Channel - Ocassional Viewers,AP,1148009,Arts & Entertainment,We define these users as those who watch the National Geographic Channel once a year,Watch the National Geographic Channel once a year,ap_x 17382,,,arts-entertainment
Nat Geo Channel - Gold Viewers,AP,656085,Arts & Entertainment,We define these users as those who watch the National Geographic Channel at least once a week,Watch the National Geographic Channel at least once a week,ap_x 17416,,,arts-entertainment
Holidays - Looking Forward Relaxing,AP,12623433,Travel,"We define these users as those who look forward to ""Relaxing"" when going on holidays","Look forward to ""Relaxing"" when going on holidays",ap_x 17347,,,travel
Employment - Middle Management,AP,1665019,Demographics - employment,"We define these users as those who current job position level could be described as ""Middle Management""","Current job position level could be described as ""Middle Management""",ap_x 17385,,,demographics-employment
Confident Cooks,AP,10779025,Food & Drink,We define these users as those who feel confident when cooking,Feel confident when cooking,ap_x 17423,,,food-drink
Company Car Considerers,AP,4914725,Interest,"We define these users as those who would consider ""Company Car"" as a type of car ownership","Would consider ""Company Car"" as a type of car ownership",ap_x 17390,,,interest
Christmas - Charity Donors,AP,20285909,NGO Contributors,We define these users as those who consider donating money to charity at Christmas,Consider donating money to charity at Christmas,ap_x 17411,,,ngo-contributors
C Level Executives,AP,4023593,Demographics - employment,"We define these users as those who current job position level could be described as ""C-Level Executive""","Current job position level could be described as ""C-Level Executive""",ap_x 17339,,,demographics-employment
Bedroom Renovations Purchase Intenders,AP,3313601,Interest,We define these users as those who are more likely to spend on Bedroom Renovations next,Are more likely to spend on Bedroom Renovations next,ap_x 17349,,,interest
Air Fryer Considerers,AP,16276769,Food & Drink,We define these users as those who would consider buying an Air Fryer,Would consider buying an Air Fryer,ap_x 17323,,,food-drink
Diesel Car owners,AP,1942309,Auto,We define these users as those who own a diesel car,Own a diesel car,ap_x 17427,,,auto
Petrol Car owners,AP,22505830,Auto,We define these users as those who own a petrol car,Own a petrol car,ap_x 17428,,,auto
Late Night Podcast Listeners,AP,636113,Arts & Entertainment,We define these users as those who listen to podcasts between 12 AM and 4 AM,Listen to podcasts between 12 AM and 4 AM,ap_x 17433,,,arts-entertainment
Apple TV Subscribers,AP,157250,Arts & Entertainment,We define these users as those who are subscribed to Apple TV,Are subscribed to Apple TV,ap_x 17434,,,arts-entertainment
Not confident cooks,AP,19649826,Food & Drink,We define these users as those who don't feel confident while cooking,Don't feel confident while cooking,ap_x 17447,,,food-drink
Fuel - Willing to pay more,AP,3139343,Auto,We define these users as those who are willing to pay more for high-quality fuel,Are willing to pay more for high-quality fuel,ap_x 17458,,,auto
Camping/Caravan holiday goers,AP,6103446,Auto,"We define these users as those who selected ""Camping/Caravan"" as the getaway they usually go on","Selected ""Camping/Caravan"" as the getaway they usually go on",ap_x 17459,,,auto
Premium Fuel Customers,AP,1297700,Auto,We define these users as those who regularly purchase premium petrol/diesel fuel,Regularly purchase premium petrol/diesel fuel,ap_x 17457,,,auto
Family Parks Goers,AP,1579389,Travel,"We define these users as those who selected ""Family Parks"" (e.g. ""Them Parks"", ""Center Parcs"") as the getaway they usually go on","Selected ""Family Parks"" (e.g. ""Them Parks"", ""Center Parcs"") as the getaway they usually go on",ap_x 17465,,,travel
Gifters - Beauty / Grooming,AP,12593099,Purchase intenders,"We define these users as those who buy beauty/grooming kits for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)","Buy beauty/grooming kits for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)",ap_x 17500,,,purchase-intenders
Streaming Subs -NON Disney+,AP,2557255,Arts & Entertainment,"We define these users as those who are subscribed to any of the following streaming services: Netflix, Amazon Primer, Now TV or Apple TV","Are subscribed to any of the following streaming services: Netflix, Amazon Primer, Now TV or Apple TV",ap_x 17470,,,arts-entertainment
Nat Geo on Disney+,AP,7463051,Arts & Entertainment,We define these users as those who watch The National Geographic on Disney+,Watch The National Geographic on Disney+,ap_x 17475,,,arts-entertainment
Xbox Game Pass Subscribers,AP,6520830,Interest,We define these users as those who subscribed to Xbox Game Pass,Subscribed to Xbox Game Pass,ap_x 17481,,,interest
Public Transportation Users,AP,5735968,Interest,"We define these users as those who chose ""public transportation"" as their preferred way to travel to work, school or other events","Chose ""public transportation"" as their preferred way to travel to work, school or other events",ap_x 17489,,,interest
Black Friday - Ticket Purchasers,AP,1825717,Purchase intenders,We define these users as those who who are most likely to purchase Tickets during Black Friday,Who are most likely to purchase Tickets during Black Friday,ap_x 17486,,,purchase-intenders
Black Friday - Clothing/Fashion Purchasers,AP,5188639,Purchase intenders,We define these users as those who who are most likely to purchase clothing/fashion products during Black Friday,Who are most likely to purchase clothing/fashion products during Black Friday,ap_x 17485,,,purchase-intenders
Black Friday - Cosmetics/Personal Care Product Purchasers,AP,1855942,Purchase intenders,We define these users as those who who are most likely to purchase Cosmerics/Personal Care producst during Black Friday,Who are most likely to purchase Cosmerics/Personal Care producst during Black Friday,ap_x 17482,,,purchase-intenders
Black Friday - Homeware Purchasers,AP,7299498,Purchase intenders,We define these users as those who who are most likely to purchase homeware products during Black Friday,Who are most likely to purchase homeware products during Black Friday,ap_x 17483,,,purchase-intenders
Christmas cards/gifts - The Royal Mail Users,AP,23882006,Purchase intenders,We define these users as those who who plan to send Christmas greeting cards or gifts via The Royal Mail,Who plan to send Christmas greeting cards or gifts via The Royal Mail,ap_x 17491,,,purchase-intenders
Holidays - Vacation rentals,AP,8951410,Purchase intenders,"We define these users as those who who typically prefer to stay at vacation rentals (e.g. Airbnb, Vrbo) during their holidays","Who typically prefer to stay at vacation rentals (e.g. Airbnb, Vrbo) during their holidays",ap_x 17490,,,purchase-intenders
Gifters - Gaming,AP,1942408,Purchase intenders,"We define these users as those who buy gaming products for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)","Buy gaming products for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)",ap_x 17499,,,purchase-intenders
Gifters - Domestic Appliances,AP,1188865,Purchase intenders,"We define these users as those who buy domestic appliances for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)","Buy domestic appliances for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)",ap_x 17497,,,purchase-intenders
Gifters - Home / DIY,AP,3022680,Purchase intenders,"We define these users as those who buy Home/DIY products for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)","Buy Home/DIY products for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)",ap_x 17498,,,purchase-intenders
Gifters - Fashion / Clothing,AP,13709350,Purchase intenders,"We define these users as those who buy clothing/fashion products for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)","Buy clothing/fashion products for special ocassions (e.g. Christmas, Birthdays, Mother's day, etc.)",ap_x 17496,,,purchase-intenders
Outdoor Workers,AP,10790648,Demographics Custom,We define these users as those who se job requires high mobility levels and/or working outdoors,Se job requires high mobility levels and/or working outdoors,ap_x 17494,,,demographics-custom
News - Social Media,AP,10198461,Demographics Custom,We define these users as those who use Social Media channels to stay up to date on news,Use Social Media channels to stay up to date on news,ap_x 17503,,,demographics-custom
News - E-Mail Newsletters,AP,2788104,Demographics Custom,We define these users as those who use E-Mail Newsletters to stay up to date on news,Use E-Mail Newsletters to stay up to date on news,ap_x 17505,,,demographics-custom
News - News APP,AP,8095585,Demographics Custom,We define these users as those who use News APPs to stay up to date on news,Use News APPs to stay up to date on news,ap_x 17506,,,demographics-custom
Train commuters - Business,AP,6577950,Commuters,We define these users as those whotravel by train for business purposes mainly,We define these users as those whotravel by train for business purposes mainly,ap_x 17510,,,commuters
Train commuters - Leisure,AP,30445217,Commuters,We define these users as those who travel by train for leisure purposes mainly,Travel by train for leisure purposes mainly,ap_x 17509,,,commuters
Gaming - E Sports Fans,AP,839906,Interest,We define these users as those who follow E-sports teams or players on social media,Follow E-sports teams or players on social media,ap_x 17523,,,interest
Gaming - Action/Adventure,AP,7092262,Interest,"We define these users as those gamers whosefavourite videogrames genre is ""Action/Adventure""","We define these users as those gamers whosefavourite videogrames genre is ""Action/Adventure""",ap_x 17536,,,interest
Gaming - Sports,AP,7418933,Interest,"We define these users as those gamers whosefavourite videogrames genre is ""Sports""","We define these users as those gamers whosefavourite videogrames genre is ""Sports""",ap_x 17535,,,interest
Transport - Personal Vehicle,AP,20971367,Commuters,"We define these users as those who selected ""Personal Vehicle"" as their preferred way to travel to work, school or other events","Selected ""Personal Vehicle"" as their preferred way to travel to work, school or other events",ap_x 17531,,,commuters
Transport - Walkers,AP,4953414,Commuters,"We define these users as those who selected ""Walking"" as their preferred way to travel to work, school or other events","Selected ""Walking"" as their preferred way to travel to work, school or other events",ap_x 17530,,,commuters
Gaming - 12 hrs x week+,AP,3063847,Interest,"We define these users as those who play videogames more than 2 hours per session and, at least 3 sessions a week","Play videogames more than 2 hours per session and, at least 3 sessions a week",ap_x 17539,,,interest
Gaming - Influencers Followers,AP,2745192,Interest,We define these users as those who follow gaming influencers on social media,Follow gaming influencers on social media,ap_x 17545,,,interest
Gaming - Social Media followers,AP,14149794,Interest,We define these users as those who typically discover new gaming content via Social Media,Typically discover new gaming content via Social Media,ap_x 17543,,,interest
Gaming - Improved Graphics/Tech purchase led,AP,18068908,Interest,We define these users as those who feel motivated to buy new gaming hardware to keep up with improvements on graphics and technology,Feel motivated to buy new gaming hardware to keep up with improvements on graphics and technology,ap_x 17542,,,interest
Gaming - Regular games/hardware purchasers,AP,8538538,Interest,We define these users as those who buy videogames or hardware at least once every few months,Buy videogames or hardware at least once every few months,ap_x 17541,,,interest
Gaming- Annual Budget >=£250,AP,2073229,Interest,We define these users as those who annually spend at least £250 on gaming products,Annually spend at least £250 on gaming products,ap_x 17540,,,interest
New Coffee Machine Intenders,AP,4236836,Food & Drink,We define these users as those who currently own a coffee machine at home but are considering buying a new one,Currently own a coffee machine at home but are considering buying a new one,ap_x 17558,,,food-drink
Manual Coffee Machine Owners/Intenders,AP,7236707,Food & Drink,We define these users as those who own or are planning to buy a manual coffee machine,Own or are planning to buy a manual coffee machine,ap_x 17556,,,food-drink
Automatic Coffee Machine Owners/Intenders,AP,18093402,Food & Drink,We define these users as those who own or are planning to buy an automatic coffee machine,Own or are planning to buy an automatic coffee machine,ap_x 17555,,,food-drink
LifeStage - Getting Married/Expecting First Child,AP,6906826,Demographics Custom,"We define these users as those who are planning to get married, have entered a long-term relationship, have had their first child, or are expecting one","Are planning to get married, have entered a long-term relationship, have had their first child, or are expecting one",ap_x 17554,,,demographics-custom
LifeStage - Moving Flat/House,AP,12578636,Demographics Custom,We define these users as those who are either planning to move or have recently moved houses,Are either planning to move or have recently moved houses,ap_x 17553,,,demographics-custom
LifeStage -Starting New Job/Business,AP,10021289,Demographics Custom,"We define these users as those who have started a new business, secured a new job, or plan to do so","Have started a new business, secured a new job, or plan to do so",ap_x 17552,,,demographics-custom
Parenting - Summer break indoor activities,AP,4811642,Parenting,We define these users as those who typically choose indoor activities to engage with their children during the summer,Typically choose indoor activities to engage with their children during the summer,ap_x 17551,,,parenting
Podcast Listeners,AP,19792668,Arts & Entertainment,We define these users as those who listen to podcasts,Listen to podcasts,ap_x 17559,,,arts-entertainment
Holidays - Hotels & Resorts,AP,12731723,Travel,We define these users as those who typically prefer to stay at Hotels & Resorts during their holidays,Typically prefer to stay at Hotels & Resorts during their holidays,ap_x 17561,,,travel
Amazon - Regular without Prime Subscription,AP,6123638,Purchase intenders,We define these users as those who regularly shop online at Amazon but do not have a Premium Subscription,Regularly shop online at Amazon but do not have a Premium Subscription,ap_x 17525,,,purchase-intenders
Amazon - Regular with Prime Subscription,AP,15250206,Purchase intenders,We define these users as those who regularly shop online at Amazon and have a Premium Subscription,Regularly shop online at Amazon and have a Premium Subscription,ap_x 17524,,,purchase-intenders
Transport - Bicycle,AP,1938345,Commuters,"We define these users as those who selected ""Bicycle"" as their preferred way to travel to work, school or other events","Selected ""Bicycle"" as their preferred way to travel to work, school or other events",ap_x 17529,,,commuters
ULEZ-Non compliant car owners,AP,12994251,Auto,"We define these users as those who own a car but either they don't know if its ULEZ compliant or not, or they know their car is not ULEZ compliant","Own a car but either they don't know if its ULEZ compliant or not, or they know their car is not ULEZ compliant",ap_x 17528,,,auto
Tradesmen - Construction/Building,AP,11550247,Demographics - employment,"We define these users as those who work in the building industry either as Specifier (architet, project manager, developer, etc), Painter/Decorator or General Tradesman (plumber, builder, pasterer, etc)","Work in the building industry either as Specifier (architet, project manager, developer, etc), Painter/Decorator or General Tradesman (plumber, builder, pasterer, etc)",ap_x 17527,,,demographics-employment
Amazon - Occasional Customers,AP,7070091,Purchase intenders,We define these users as those who occasionally shop online at Amazon,Occasionally shop online at Amazon,ap_x 17526,,,purchase-intenders
Frequent Cinema Goers,AP,10732830,Arts & Entertainment,We define these users as those who go to the cinema at least once a month,Go to the cinema at least once a month,ap_x 17597,,,arts-entertainment
LifeStage - Getting Married/Expecting First Child,AP,6906826,LifeStage,We define these users as those who are planning or have recently got married/enter in a long-term relationship or having their first child,Are planning or have recently got married/enter in a long-term relationship or having their first child,ap_x 17554,,,lifestage
First-Time Home Owners,AP,1145300,Home,We define these users as those who are first-time home owners,Are first-time home owners,ap_x 17628,,,home
Gym/Club membership users,AP,10346329,Fitness,We define these users as those who has a gym/club membership,Has a gym/club membership,ap_x 17592,,,fitness
Fitness - Services and Apps subscribers,AP,4116277,Fitness,We define these users as those who are subscribed to fitness services and apps,Are subscribed to fitness services and apps,ap_x 17629,,,fitness
No children in the household,AP,13387442,Demographic Custom,We define these users as those who has no children living in the household,Has no children living in the household,ap_x 16536,,,demographic-custom
LifeStage - Getting Divorced / Ending long-term rel.,AP,3892804,LifeStage,We define these users as those who have recently or are planning to get divorced or end a long-term relationshoip,Have recently or are planning to get divorced or end a long-term relationshoip,ap_x 17630,,,lifestage
John Lewis - Home Decor Shoppers,AP,10039944,Purchase intenders,We define these users as those who shop for home décor from John Lewis.,Shop for home décor from John Lewis.,ap_x 17613,,,purchase-intenders
Family Cinema Goers,AP,5584506,Parenting,We define these users as those who have families they go to the cinema with.,Have families they go to the cinema with.,ap_x 17595,,,parenting
Gym/Club goers,AP,30069882,Fitness,We define these users as those who go to the gym or to a club.,Go to the gym or to a club.,ap_x 17609,,,fitness
Health & Wellbeing Podcast Listener,AP,7124510,Sports,We define these users as those who listen to health & wellbeing podcasts.,Listen to health & wellbeing podcasts.,ap_x 17593,,,sports
Primary Working Location - Office,AP,8338478,Working Location,We define these users as those who primarily work in an office location.,Primarily work in an office location.,ap_x 17750,,,working-location
Employment - Middle Management Level,AP,1665019,Employment,We define these users as those who whose employment level is middle management.,Whose employment level is middle management.,ap_x 17385,,,employment
Amazon Shoppers,AP,24338460,Retail,We define these users as those who frequently shop at Amazon.,Frequently shop at Amazon.,ap_x 17611,,,retail
Argos décor & furniture shoppers,AP,1873108,Retail,We define these users as those who shop for décor & furniture at Argos.,Shop for décor & furniture at Argos.,ap_x 17614,,,retail
Ikea décor & furniture shoppers,AP,14836324,Retail,We define these users as those who shop for décor & furniture at Ikea.,Shop for décor & furniture at Ikea.,ap_x 17615,,,retail
Marks & Spencer shoppers,AP,6586476,Retail,We define these users as those who shop at Marks & Spencers.,Shop at Marks & Spencers.,ap_x 17616,,,retail
Tesco ClubCard Members,AP,21721174,Retail,We define these users as those who owners of a Tesco ClubCard.,Owners of a Tesco ClubCard.,ap_x 17618,,,retail
Gaming - Steam Players,AP,6973430,Gaming,We define these users as those who are subscribed to Steam.,Are subscribed to Steam.,ap_x 17622,,,gaming
Online Shoppers (all categories),AP,19027726,Retail,We define these users as those who make most of their purchases online.,Make most of their purchases online.,ap_x 17623,,,retail
Supermarket Preference - Best quality of food/products,AP,14223546,Retail,We define these users as those who believe that the most important factor in a supermarket is the quality of the food/products.,Believe that the most important factor in a supermarket is the quality of the food/products.,ap_x 17624,,,retail
Non-Online Shoppers,AP,15456857,Retail,We define these users as those who do not make most of their purchases online.,Do not make most of their purchases online.,ap_x 17625,,,retail
Tesco Shoppers - Clubcard Plus Members,AP,1221922,Retail,We define these users as those who are ClubCard Plus members.,Are ClubCard Plus members.,ap_x 17626,,,retail
News - News TV Channels,AP,13153354,News,We define these users as those who use News TV channels to stay up to date on news.,Use News TV channels to stay up to date on news.,ap_x 17627,,,news
Fitness - Personal trainer / Private Classes,AP,2085794,Fitness,We define these users as those who invest in their fitness by having a personal trainer or attend private classes.,Invest in their fitness by having a personal trainer or attend private classes.,ap_x 17631,,,fitness
Shell Customers - NEW,AP,4731226,Energy,We define these users as those who typically use Shell brand fuel.,Typically use Shell brand fuel.,ap_x 17642,,,energy
Shell - Competitors Buyers,AP,10746954,Energy,"We define these users as those who typically purchase fuel from Shell's competitor's (e.g. BP, Esso etc.)","Typically purchase fuel from Shell's competitor's (e.g. BP, Esso etc.)",ap_x 17644,,,energy
Fuel - Price Sensitive Customers,AP,13986570,Energy,We define these users as those who typically purchase the cheapest available fuel option.,Typically purchase the cheapest available fuel option.,ap_x 17645,,,energy
Shell V-Power Customers - NEW,AP,2195285,Energy,We define these users as those who frequently purchase Shell V-Power fuel.,Frequently purchase Shell V-Power fuel.,ap_x 17646,,,energy
Fashion/Clothing - Department stores shoppers,AP,5429901,Retail,We define these users as those who primarily buy their fashion/clothing from department stores.,Primarily buy their fashion/clothing from department stores.,ap_x 17647,,,retail
Nintendo Switch Online (NSO) Subscribers,AP,2077079,Gaming,We define these users as those who are subscribed to Nintendo Switch Online.,Are subscribed to Nintendo Switch Online.,ap_x 17654,,,gaming
Nintendo Switch Considerers,AP,5837113,Gaming,We define these users as those who are considering purchasing a Nintendo Switch.,Are considering purchasing a Nintendo Switch.,ap_x 17655,,,gaming
Cruise Trip Considerers,AP,3711760,Travel,We define these users as those who are considering a going on a cruise trip in the next 12 months.,Are considering a going on a cruise trip in the next 12 months.,ap_x 17658,,,travel
Rental Vehicle Considerers,AP,7955319,Auto,We define these users as those who are considering a renting a car or van in the next 12 months.,Are considering a renting a car or van in the next 12 months.,ap_x 17659,,,auto
Kids/Babies - Department Stores Shoppers,AP,3714067,Retail,We define these users as those who who primarily buy products for their kids/babies from department stores.,Who primarily buy products for their kids/babies from department stores.,ap_x 17661,,,retail
Sainsbury's Shoppers - Nectar Members,AP,16335063,Retail,We define these users as those who own a Sainsbury's Nectar card.,Own a Sainsbury's Nectar card.,ap_x 17662,,,retail
Department Stores - John Lewis Shoppers,AP,9043983,Retail,We define these users as those who frequently shop at John Lewis.,Frequently shop at John Lewis.,ap_x 17666,,,retail
Mark & Spencer Shoppers,AP,26957248,Retail,We define these users as those who frequently shop at Marks & Spencer.,Frequently shop at Marks & Spencer.,ap_x 17668,,,retail
Lawn Mowers - Cordless Intenders,AP,10655310,Purchase intenders,We define these users as those who intend to purchase a cordless lawn mower in the next 12 months.,Intend to purchase a cordless lawn mower in the next 12 months.,ap_x 17672,,,purchase-intenders
Gaming - Frequent Pre Sale Game Purchasers,AP,624320,Gaming,We define these users as those who frequently buy video games during the pre-sale.,Frequently buy video games during the pre-sale.,ap_x 17674,,,gaming
Cash ISA users,AP,16096157,Finance,We define these users as those who have a Cash ISA.,Have a Cash ISA.,ap_x 17676,,,finance
Standard/Basic current account users,AP,16048764,Finance,We define these users as those who primarily use a standard/basic current account for everyday banking needs.,Primarily use a standard/basic current account for everyday banking needs.,ap_x 17677,,,finance
Dual Banker (Traditional & Online-Only Accounts),AP,4693889,Finance,We define these users as those who own both a traditional and online-only banking account.,Own both a traditional and online-only banking account.,ap_x 17678,,,finance
Electric Lawn Mowers Considerers,AP,4008052,Retail,We define these users as those who are considering purchasing an electric lawn mower in the next 12 months.,Are considering purchasing an electric lawn mower in the next 12 months.,ap_x 17679,,,retail
Cordless Lawn Mowers Considerers,AP,10655310,Retail,We define these users as those who are considering purchasing a cordless lawn mower in the next 12 months.,Are considering purchasing a cordless lawn mower in the next 12 months.,ap_x 17680,,,retail
Bank-switch Intender,AP,1828276,Finance,We define these users as those who intend to switch to a different bank.,Intend to switch to a different bank.,ap_x 17681,,,finance
Ocado Shoppers,AP,6642711,Retail,We define these users as those who shop at Ocado.,Shop at Ocado.,ap_x 17687,,,retail
Frequent Eco-Friendly & Sustainable Shoppers,AP,8482643,Retail,We define these users as those who frequently choose products that are labelled as eco-friendly or sustainable.,Frequently choose products that are labelled as eco-friendly or sustainable.,ap_x 17688,,,retail
Gaming - Strategy,AP,7778519,Gaming,We define these users as those who enjoy strategy games the most.,Enjoy strategy games the most.,ap_x 17689,,,gaming
Natwest Customers for Personal Banking Needs,AP,4096732,Finance,We define these users as those who use Natwest for their personal banking needs.,Use Natwest for their personal banking needs.,ap_x 17691,,,finance
Lloyds Customers for Personal Banking Needs,AP,5770450,Finance,We define these users as those who use Lloyd's for their personal banking needs.,Use Lloyd's for their personal banking needs.,ap_x 17692,,,finance
Barclays Customers for Personal Banking Needs,AP,4185358,Finance,We define these users as those who use Barclays for their personal banking needs.,Use Barclays for their personal banking needs.,ap_x 17693,,,finance
Premium/Paid Bank Account Users,AP,1576290,Finance,We define these users as those who primarily use a premium/paid bank account for everyday banking.,Primarily use a premium/paid bank account for everyday banking.,ap_x 17694,,,finance
Online-Only Banking Customers as Primary Account,AP,291747,Finance,We define these users as those who primarily use an online-only banking account.,Primarily use an online-only banking account.,ap_x 17695,,,finance
Undecided Pension Access Intender,AP,1628766,Finance,We define these users as those who are considering accessing their pension but have not made a final decision.,Are considering accessing their pension but have not made a final decision.,ap_x 17696,,,finance
Renters - Home Contents Insurance Owners,AP,16603826,Home,We define these users as those who have home contents insurance cover.,Have home contents insurance cover.,ap_x 17697,,,home
Fashion Followers,AP,2417024,Fashion,We define these users as those who follow fashion trends.,Follow fashion trends.,ap_x 17698,,,fashion
BT Broadband Customers,AP,8253262,Broadband,We define these users as those who are BT broadband customers.,Are BT broadband customers.,ap_x 17699,,,broadband
Virgin Media Broadband Customers,AP,5195617,Broadband,We define these users as those who are Virgin Media broadband customers.,Are Virgin Media broadband customers.,ap_x 17700,,,broadband
Sky Broadband Customers,AP,7224723,Broadband,We define these users as those who are Sky broadband customers.,Are Sky broadband customers.,ap_x 17701,,,broadband
EE Broadband Customers,AP,1509765,Broadband,We define these users as those who are EE broadband customers.,Are EE broadband customers.,ap_x 17702,,,broadband
Talk Talk Broadband Customers,AP,1478006,Broadband,We define these users as those who are Talk Talk broadband customers.,Are Talk Talk broadband customers.,ap_x 17703,,,broadband
Comedy Podcast Listeners,AP,11521078,Arts & Entertainment,We define these users as those who listen to comedy podcasts.,Listen to comedy podcasts.,ap_x 17706,,,arts-entertainment
Traditional-Only Bank Account Holders,AP,4354643,Finance,We define these users as those who only use a traditonal bank account.,Only use a traditonal bank account.,ap_x 17707,,,finance
Nationwide Customers for Personal Banking Needs,AP,3624442,Finance,We define these users as those who use Nationwide for their personal banking needs.,Use Nationwide for their personal banking needs.,ap_x 17708,,,finance
HSBC Customers for Personal Banking Needs,AP,935020,Finance,We define these users as those who use HSBC for their personal banking needs.,Use HSBC for their personal banking needs.,ap_x 17709,,,finance
Stocks and Shares ISA Users,AP,1344665,Finance,We define these users as those who have a stocks and shares ISA.,Have a stocks and shares ISA.,ap_x 17711,,,finance
